1571421,26101,https://www.rakumachi.jp/data/images/property/06/88/47/65/42501326_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/82/26/95/42501327_x4y4.jpg;https://www.rakumachi.jp/data/images/property/03/72/96/84/42501328_x4y4.jpg;https://www.rakumachi.jp/data/images/property/05/79/23/80/42501329_x4y4.jpg,〜★现状6/8房间租赁★〜是业主变更财产,京都府京都市北区西賀茂蟹ケ坂町,京都市乌丸线北大寺站巴士25分钟,3980万日元,8.33%,3，31，200日元（276，600日元/月）,木,2階建て,1993年10月（築26年）,171.72㎡,1 R×8房屋,8戸,,实际测量值为219.60㎡,所有権,,,,,,,没必要,,在租,会诊,2019/01/26,2018/12/26,,000000182587554,,中介,3980,245,171,219,8,"[{""img"": ""/Uploads/datas/images/property/1571421/42501326_x4y4.jpg"", ""alt"": ""42501326_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1571421/42501327_x4y4.jpg"", ""alt"": ""42501327_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1571421/42501328_x4y4.jpg"", ""alt"": ""42501328_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1571421/42501329_x4y4.jpg"", ""alt"": ""42501329_x4y4.jpg""}]",/Uploads/datas/images/property/1571421/42501326_x4y4.jpg,191,198,212,220,1993年10月,833,14000
1568346,26101,https://www.rakumachi.jp/data/images/property/09/97/18/29/42415153_x4y4.jpg;https://www.rakumachi.jp/data/images/property/04/75/66/36/42415154_x4y4.jpg;https://www.rakumachi.jp/data/images/property/04/83/17/86/42415155_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/97/78/87/42415156_x4y4.jpg;https://www.rakumachi.jp/data/images/property/05/95/03/64/42415157_x4y4.jpg;https://www.rakumachi.jp/data/images/property/03/54/78/95/42415158_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/78/42/37/42415159_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/02/49/95/42415160_x4y4.jpg;https://www.rakumachi.jp/data/images/property/02/19/29/94/42415161_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/39/47/55/42415162_x4y4.jpg,●○●在北大寺站附近的小学和中学的京都市,京都府京都市北区紫野西野町,京都市乌丸线北大寺站步行22分钟,2800万日元,,,钢架,3階建て,1980年03月（築39年）,117.22㎡,,,,44.85m²出版书籍,所有権,,,,,,,,,在住所,会诊,2019/03/21,2018/12/21,,,,中介,2800,173,117,44,0,"[{""img"": ""/Uploads/datas/images/property/1568346/42415153_x4y4.jpg"", ""alt"": ""42415153_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415154_x4y4.jpg"", ""alt"": ""42415154_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415155_x4y4.jpg"", ""alt"": ""42415155_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415156_x4y4.jpg"", ""alt"": ""42415156_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415157_x4y4.jpg"", ""alt"": ""42415157_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415158_x4y4.jpg"", ""alt"": ""42415158_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415159_x4y4.jpg"", ""alt"": ""42415159_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415160_x4y4.jpg"", ""alt"": ""42415160_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415161_x4y4.jpg"", ""alt"": ""42415161_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1568346/42415162_x4y4.jpg"", ""alt"": ""42415162_x4y4.jpg""}]",/Uploads/datas/images/property/1568346/42415153_x4y4.jpg,191,199,213,217,1980年03月,0,15000
1566149,26101,https://www.rakumachi.jp/data/images/property/06/05/37/10/42367210_x4y4.jpg;https://www.rakumachi.jp/data/images/property/03/42/67/99/42367211_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/75/67/25/42367212_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/11/63/62/42367213_x4y4.jpg;https://www.rakumachi.jp/data/images/property/02/06/67/50/42367214_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/34/97/03/42367215_x4y4.jpg,京都市北区5500万日元8.6％一栋公寓,京都府京都市北区紫野門前町,京都市乌丸线北大寺站步行15分钟,5500万日元,8.64%,4，753，500日元（396，125日元/月）,钢架,地上3階地下1階,1995年02月（築24年）,194.39㎡,1 LDK×1门2 DK×1门地下×1门,3戸,停车4辆车,86.84m²出版书籍,所有権,,住宅用地,城市化区,邻近的商业区,80%,200%,,东部公路东11.00米公路南3.00米,在租,会诊,2019/01/18,2018/12/19,,,※体积比超过,全职中介,5500,339,194,86,3,"[{""img"": ""/Uploads/datas/images/property/1566149/42367210_x4y4.jpg"", ""alt"": ""42367210_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1566149/42367211_x4y4.jpg"", ""alt"": ""42367211_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1566149/42367212_x4y4.jpg"", ""alt"": ""42367212_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1566149/42367213_x4y4.jpg"", ""alt"": ""42367213_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1566149/42367214_x4y4.jpg"", ""alt"": ""42367214_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1566149/42367215_x4y4.jpg"", ""alt"": ""42367215_x4y4.jpg""}]",/Uploads/datas/images/property/1566149/42367210_x4y4.jpg,191,197,213,218,1995年02月,864,17000
1564707,26101,https://www.rakumachi.jp/data/images/property/07/73/06/23/42327943_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/16/08/30/42327944_x4y4.jpg,◎★京都大学因为通勤★所有者变更★味道剩下的京都★◎,京都府京都市北区上賀茂朝露ケ原町,京都市乌丸线北山站巴士7分钟,890万日元,6.29%,560，000日元（46，666日元/月）,木,2階建て,1957年01月（築63年）,34.59㎡,3K,,,29.17m²公共图书,所有権,,,城市化区,1型住宅区,60%,200%,没必要,,在租,会诊,2019/01/26,2018/12/26,,000008182572950,,中介,890,55,34,29,0,"[{""img"": ""/Uploads/datas/images/property/1564707/42327943_x4y4.jpg"", ""alt"": ""42327943_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564707/42327944_x4y4.jpg"", ""alt"": ""42327944_x4y4.jpg""}]",/Uploads/datas/images/property/1564707/42327943_x4y4.jpg,191,199,212,217,1957年01月,629,16000
1564118,26101,https://www.rakumachi.jp/data/images/property/00/87/71/87/42304803_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/85/62/20/42304804_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/69/28/84/42304805_x4y4.jpg;https://www.rakumachi.jp/data/images/property/00/53/73/50/42304806_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/11/22/20/42304807_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/30/34/53/42304808_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/94/11/34/42304809_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/20/58/54/42304810_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/72/78/14/42304811_x4y4.jpg;https://www.rakumachi.jp/data/images/property/03/30/60/66/42304812_x4y4.jpg,●○●[[翻新]]请第一时间联系我们,京都府京都市北区紫野中柏野町,京都电铁北野线北野Shiramomecho站19分钟步行,4680万日元,7.69%,3，600，000日元（30万日元/月）,轻质钢架,3階建て,1970年05月（築49年）,181.91㎡,,,,78.62m²公共图书,所有権,,,,,,,,,在租,会诊,2019/03/16,2018/12/16,,,,中介,4680,288,181,78,0,"[{""img"": ""/Uploads/datas/images/property/1564118/42304803_x4y4.jpg"", ""alt"": ""42304803_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304804_x4y4.jpg"", ""alt"": ""42304804_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304805_x4y4.jpg"", ""alt"": ""42304805_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304806_x4y4.jpg"", ""alt"": ""42304806_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304807_x4y4.jpg"", ""alt"": ""42304807_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304808_x4y4.jpg"", ""alt"": ""42304808_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304809_x4y4.jpg"", ""alt"": ""42304809_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304810_x4y4.jpg"", ""alt"": ""42304810_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304811_x4y4.jpg"", ""alt"": ""42304811_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1564118/42304812_x4y4.jpg"", ""alt"": ""42304812_x4y4.jpg""}]",/Uploads/datas/images/property/1564118/42304803_x4y4.jpg,191,199,213,217,1970年05月,769,16000
1562785,26101,https://www.rakumachi.jp/data/images/property/08/96/54/81/42275760_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/57/13/34/42275761_x4y4.jpg;https://www.rakumachi.jp/data/images/property/00/29/67/41/42275762_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/25/06/73/42275763_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/21/24/58/42275764_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/70/43/50/42275765_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/37/07/28/42275766_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/66/91/94/42275767_x4y4.jpg;https://www.rakumachi.jp/data/images/property/03/07/78/47/42275768_x4y4.jpg;https://www.rakumachi.jp/data/images/property/06/34/32/58/42275769_x4y4.jpg,☆北区禧玛诺禧玛町☆,京都府京都市北区紫野下柏野町59-21,京城电铁北野线北野柱美町站步行17分钟,980万日元,,,木,2階建て,1981年03月（築38年）,57.64㎡,3K,,,42.12m²公共图书,所有権,,住宅用地,城市化区,子工业区,60%,200%,,车道西2.20米,是检查,会诊,2019/03/15,2018/12/15,,,,一般调解,980,61,57,42,0,"[{""img"": ""/Uploads/datas/images/property/1562785/42275760_x4y4.jpg"", ""alt"": ""42275760_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275761_x4y4.jpg"", ""alt"": ""42275761_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275762_x4y4.jpg"", ""alt"": ""42275762_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275763_x4y4.jpg"", ""alt"": ""42275763_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275764_x4y4.jpg"", ""alt"": ""42275764_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275765_x4y4.jpg"", ""alt"": ""42275765_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275766_x4y4.jpg"", ""alt"": ""42275766_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275767_x4y4.jpg"", ""alt"": ""42275767_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275768_x4y4.jpg"", ""alt"": ""42275768_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562785/42275769_x4y4.jpg"", ""alt"": ""42275769_x4y4.jpg""}]",/Uploads/datas/images/property/1562785/42275760_x4y4.jpg,191,199,212,217,1981年03月,0,11000
1562548,26101,https://www.rakumachi.jp/data/images/property/08/34/12/07/42262736_x4y4.jpg;https://www.rakumachi.jp/data/images/property/00/13/46/28/42262737_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/48/66/87/42262738_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/03/61/25/42262739_x4y4.jpg,Kyoto Kitakami现状6/8个房间所有者在租赁期间更改,京都府京都市北区西賀茂蟹ケ坂町,京都市乌丸线北大寺站巴士25分钟,3980万日元,8.33%,3，31，200日元（276，600日元/月）,木,2階建て,1993年10月（築26年）,171.72㎡,1 R×8房屋,8戸,,实际测量值为219.60㎡,所有権,,,,,,,没必要,,在租,会诊,2019/01/26,2018/12/26,,000000182565468,,中介,3980,245,171,219,8,"[{""img"": ""/Uploads/datas/images/property/1562548/42262736_x4y4.jpg"", ""alt"": ""42262736_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562548/42262737_x4y4.jpg"", ""alt"": ""42262737_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562548/42262738_x4y4.jpg"", ""alt"": ""42262738_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562548/42262739_x4y4.jpg"", ""alt"": ""42262739_x4y4.jpg""}]",/Uploads/datas/images/property/1562548/42262736_x4y4.jpg,191,198,212,220,1993年10月,833,14000
1562538,26101,https://www.rakumachi.jp/data/images/property/08/43/95/37/42262716_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/07/36/85/42262717_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/36/55/28/42262718_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/59/80/89/42262719_x4y4.jpg,京都市北区租赁经纪,京都府京都市北区衣笠開キ町,京都市乌丸线北大寺站巴士8分钟,5180万日元,12.60%,6，528，000日元（544，000日元/月）,轻质钢架,2階建て,1978年03月（築41年）,261.95㎡,1 R×17房屋,1戸,,公共书籍258.57平方米,所有権,,住宅用地,城市化区,1型中高层住宅区,60%,200%,没必要,东部公路东6.00米公路南5.00米2路,在租,会诊,2019/01/26,2018/12/26,,000000182565415,,中介,5180,319,261,258,1,"[{""img"": ""/Uploads/datas/images/property/1562538/42262716_x4y4.jpg"", ""alt"": ""42262716_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562538/42262717_x4y4.jpg"", ""alt"": ""42262717_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562538/42262718_x4y4.jpg"", ""alt"": ""42262718_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562538/42262719_x4y4.jpg"", ""alt"": ""42262719_x4y4.jpg""}]",/Uploads/datas/images/property/1562538/42262716_x4y4.jpg,191,199,212,217,1978年03月,1260,12000
1562500,26101,https://www.rakumachi.jp/data/images/property/06/53/61/68/42260933_x4y4.jpg;https://www.rakumachi.jp/data/images/property/02/83/69/61/42260934_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/60/18/01/42260935_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/53/87/90/42260936_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/45/53/50/42260937_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/11/14/48/42260938_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/39/05/22/42260939_x4y4.jpg;https://www.rakumachi.jp/data/images/property/00/04/46/10/42260940_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/43/87/29/42260941_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/07/43/19/42260942_x4y4.jpg,●○●京都市北区估计单身人口产量7％,京都府京都市北区西小野堀町,京都市乌丸线北大寺站步行15分钟,2800万日元,7.07%,"1,980，000日元（165，000日元/月）",钢架,3階建て,1983年02月（築36年）,90.72㎡,,,,63.36m²出版书籍,所有権,,住宅用地,,,60%,200%,,,在租,会诊,2019/03/14,2018/12/14,,,,中介,2800,173,90,63,0,"[{""img"": ""/Uploads/datas/images/property/1562500/42260933_x4y4.jpg"", ""alt"": ""42260933_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260934_x4y4.jpg"", ""alt"": ""42260934_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260935_x4y4.jpg"", ""alt"": ""42260935_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260936_x4y4.jpg"", ""alt"": ""42260936_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260937_x4y4.jpg"", ""alt"": ""42260937_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260938_x4y4.jpg"", ""alt"": ""42260938_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260939_x4y4.jpg"", ""alt"": ""42260939_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260940_x4y4.jpg"", ""alt"": ""42260940_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260941_x4y4.jpg"", ""alt"": ""42260941_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1562500/42260942_x4y4.jpg"", ""alt"": ""42260942_x4y4.jpg""}]",/Uploads/datas/images/property/1562500/42260933_x4y4.jpg,191,199,213,217,1983年02月,707,19000
1560046,26101,https://www.rakumachi.jp/data/images/property/09/12/48/94/42195285_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/37/26/61/42195286_x4y4.jpg;https://www.rakumachi.jp/data/images/property/00/07/73/57/42195287_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/45/62/54/42195288_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/06/05/10/42195289_x4y4.jpg,京都市北区4680万日元◎全额收益率7.69％,京都府京都市北区紫野中柏野町,京都市立乌丸线北大寺站巴士11分钟巴士“Keiyoritsuzae”步行2分钟,4680万日元,7.69%,3，600，000日元（30万日元/月）,轻质钢架,3階建て,1970年05月（築49年）,181.91㎡,,3戸,,78.62m²公共图书,所有権,,住宅用地,城市化区,子工业区,60%,300%,,,在租,会诊,2018/12/25,2018/12/11,,3012111945,,中介,4680,288,181,78,3,"[{""img"": ""/Uploads/datas/images/property/1560046/42195285_x4y4.jpg"", ""alt"": ""42195285_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1560046/42195286_x4y4.jpg"", ""alt"": ""42195286_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1560046/42195287_x4y4.jpg"", ""alt"": ""42195287_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1560046/42195288_x4y4.jpg"", ""alt"": ""42195288_x4y4.jpg""}, {""img"": ""/Uploads/datas/images/property/1560046/42195289_x4y4.jpg"", ""alt"": ""42195289_x4y4.jpg""}]",/Uploads/datas/images/property/1560046/42195285_x4y4.jpg,191,199,213,218,1970年05月,769,16000
